word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"meter",1.0946053034694574,72,1
"loyal",1.0946053034694574,144,2
"surely",1.0965089648667956,575,8
"top",1.0966093410078488,2731,38
"jail",1.0976543433119905,359,5
"hill",1.0989662807741165,1004,14
"hero",1.100720416896661,358,5
"arrow",1.1022598860112018,143,2
"fence",1.1022598860112018,143,2
"done",1.104466612509723,3996,56
"crack",1.1048352595766486,214,3
"kevin",1.1048352595766486,214,3
"truck",1.1074226957817461,427,6
"think",1.1075818288155839,23197,326
"lightly",1.1100222795746608,71,1
"outfit",1.1100222795746608,71,1
"rubber",1.1100222795746608,142,2
"underneath",1.1100222795746608,142,2
"hopes",1.1100222795746608,355,5
"sincere",1.1100222795746608,71,1
"painful",1.1100222795746608,142,2
"savage",1.1100222795746608,71,1
"ran",1.1131579357316514,708,10
"chris",1.1139446197851721,283,4
"convinced",1.1139446197851721,283,4
"spread",1.1147324165459818,707,10
"picked",1.1159162031830219,565,8
"likes",1.1167633055639807,494,7
"liked",1.1178947780113606,705,10
"deck",1.1178947780113608,141,2
"sending",1.1178947780113608,282,4
"dropping",1.1178947780113608,141,2
"neglected",1.1178947780113608,141,2
"before",1.11977924843787,8305,118
"end",1.1218730512427177,5058,72
"luck",1.1226721061225202,351,5
"wicked",1.1258797407114418,70,1
"lightning",1.1258797407114418,70,1
"pete",1.1258797407114418,70,1
"dylan",1.1258797407114418,140,2
"connect",1.1258797407114418,140,2
"dial",1.1258797407114418,70,1
"waist",1.1258797407114418,70,1
"outskirts",1.1258797407114418,70,1
"excitement",1.1258797407114418,140,2
"underwear",1.1258797407114418,70,1
"leo",1.1258797407114418,70,1
"penetration",1.1258797407114418,70,1
"mae",1.1258797407114418,70,1
"players",1.1258797407114418,560,8
"spots",1.1281821532691338,489,7
"plays",1.129915151968472,837,12
"ignore",1.1299151519684723,279,4
"sits",1.1299151519684723,279,4
"wild",1.1299151519684723,1116,16
"eventually",1.1304940019438658,976,14
"races",1.1312667251167599,209,3
"bright",1.1312667251167599,418,6
"edge",1.1330738604603967,626,9
"wolf",1.1339795949611644,278,4
"subway",1.1339795949611644,139,2
"stripped",1.1339795949611644,139,2
"father",1.1350446978994497,1597,23
"burning",1.1367055074490517,208,3
"invest",1.1367055074490517,208,3
"send",1.1392830709580066,1176,17
"fun",1.1398369275797655,1936,28
"pd",1.142196838402912,138,2
"scuba",1.142196838402912,69,1
"madonna",1.142196838402912,138,2
"drastic",1.142196838402912,69,1
"ourselves",1.142196838402912,345,5
"dessert",1.142196838402912,69,1
"courage",1.142196838402912,138,2
"behind",1.1428869875499832,1655,24
"unless",1.1431172226401423,1241,18
"anger",1.147741483249528,206,3
"occupied",1.147741483249528,206,3
"band",1.1482482123812057,755,11
"bypass",1.1505340416029333,137,2
"vi",1.1505340416029333,137,2
"slave",1.1505340416029333,137,2
"cruise",1.1522161089152183,342,5
"funny",1.1526373945126278,1094,16
"really",1.1526864012045714,17640,258
"paint",1.1561601249359548,409,6
"stretched",1.1589938507323667,68,1
"visions",1.1589938507323667,68,1
"probation",1.1589938507323667,68,1
"yen",1.1589938507323667,68,1
"palms",1.1589938507323667,68,1
"interstate",1.1589938507323667,68,1
"owning",1.1589938507323667,68,1
"shoots",1.1589938507323667,68,1
"umbrella",1.1589938507323667,68,1
"stealth",1.1589938507323667,68,1
"satan",1.1589938507323667,68,1
"nickel",1.1589938507323667,68,1
"music",1.1595105666711683,2243,33
"yes",1.1600600824257725,5435,80
"eat",1.1600600824257727,1087,16
"married",1.1611282777134575,1086,16
"desire",1.1618415014712669,407,6
"nervous",1.1624127116489813,339,5
"600",1.164703180046319,406,6
"then",1.1661666494034906,17774,263
"whatever",1.167578990367421,2295,34
"stamps",1.1675789903674212,135,2
"frankly",1.1675789903674212,135,2
"introduce",1.170469037373281,202,3
"born",1.1762922664149391,871,13
"burdens",1.1762922664149393,67,1
"climax",1.1762922664149393,67,1
"lemon",1.1762922664149393,67,1
"appreciation",1.1762922664149393,134,2
"grateful",1.1762922664149393,134,2
"4th",1.1762922664149393,67,1
"maple",1.1762922664149393,67,1
"cab",1.1762922664149393,67,1
"seize",1.1762922664149393,67,1
"appetite",1.1762922664149393,134,2
"suffer",1.1806978554277292,267,4
"bath",1.182173727747014,200,3
"convince",1.182173727747014,200,3
"honda",1.185136569169939,133,2
"resting",1.18811429924323,199,3
"myth",1.18811429924323,199,3
"reason",1.189244913720487,2452,37
